Customer_Id,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_Of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_On_Product_Research(Hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_With_Ads,Device_Used_For_Shopping,Payment_Method,Time_Of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_To_Decision,Purchase_Day,Is_Weekend
07-966-8728,23,male,middle,married,master's,high,franceville,home appliances,334.22,8,online,2,2.0,2.0,unknown,very sensitive,2,8,unknown,tablet,cash,2024-03-02,False,False,need-based,standard,1,Saturday,True
94-408-2581,40,female,middle,married,high school,high,bordeaux,travel & leisure (flights,474.56,8,in-store,1,5.0,2.0,low,not sensitive,1,6,high,smartphone,paypal,2024-04-17,True,False,planned,standard,12,Wednesday,False
55-301-9368,34,male,high,married,master's,high,zamora,electronics,360.91,4,mixed,3,5.0,1.0,high,somewhat sensitive,0,8,high,desktop,credit card,2024-08-30,True,True,planned,no preference,4,Friday,False
72-336-1992,44,female,middle,widowed,bachelor's,high,jubaoshan,groceries,373.49,6,online,4,1.0,0.0,medium,very sensitive,0,10,low,tablet,cash,2024-04-23,True,True,impulsive,standard,1,Tuesday,False
06-008-2805,32,female,high,married,master's,middle,shadegan,sports & outdoors,462.3,5,mixed,3,3.0,2.0,unknown,not sensitive,2,4,medium,tablet,cash,2024-11-25,True,True,impulsive,standard,4,Monday,False
77-178-6086,42,female,middle,single,master's,middle,gueltat zemmour,toys & games,332.67,8,in-store,1,4.0,2.0,medium,somewhat sensitive,1,2,high,smartphone,other,2024-12-11,False,True,impulsive,express,4,Wednesday,False
28-832-2885,22,female,high,divorced,master's,middle,mosal’sk,home appliances,235.39,9,online,5,4.0,1.0,unknown,not sensitive,0,6,unknown,smartphone,credit card,2024-05-25,False,True,planned,no preference,6,Saturday,True
75-210-7391,44,female,middle,married,high school,middle,kokstad,packages),269.78,7,in-store,2,3.0,1.0,medium,somewhat sensitive,2,7,medium,desktop,other,2024-07-25,True,True,need-based,no preference,5,Thursday,False
60-470-3563,29,male,middle,married,bachelor's,middle,malasin,gardening & outdoors,498.33,2,online,3,5.0,2.0,medium,very sensitive,1,9,medium,smartphone,paypal,2024-05-08,True,True,wants-based,express,1,Wednesday,False
24-241-7171,30,female,high,single,high school,high,huaqiu,health supplements,182.94,7,mixed,1,5.0,2.0,unknown,not sensitive,2,7,low,desktop,other,2024-05-28,True,True,need-based,express,12,Tuesday,False
53-784-1855,19,female,middle,divorced,master's,high,loket,health supplements,121.7,7,mixed,4,3.0,0.0,high,very sensitive,2,5,unknown,smartphone,credit card,2024-06-24,True,True,planned,standard,8,Monday,False
83-561-3374,45,female,high,widowed,master's,middle,santa maria do souto,software & apps,489.27,4,mixed,1,4.0,1.0,high,somewhat sensitive,1,3,unknown,tablet,debit card,2024-01-13,False,False,wants-based,standard,3,Saturday,True
96-121-0629,38,male,middle,married,bachelor's,middle,yanshang,software & apps,303.93,6,mixed,3,2.0,0.0,high,not sensitive,1,10,low,smartphone,debit card,2024-03-13,True,False,need-based,no preference,2,Wednesday,False
00-275-9990,24,female,middle,married,bachelor's,middle,tempuran,food & beverages,302.74,11,mixed,1,5.0,0.0,high,very sensitive,0,6,high,smartphone,paypal,2024-06-28,True,True,wants-based,express,5,Friday,False
36-593-2907,42,genderqueer,high,single,bachelor's,high,karafao,beauty & personal care,157.21,11,online,3,3.0,0.0,medium,not sensitive,0,3,high,tablet,debit card,2024-04-30,True,False,wants-based,express,5,Tuesday,False
22-692-3470,46,female,high,widowed,high school,high,sao cristovao,sports & outdoors,159.45,2,online,3,2.0,2.0,medium,very sensitive,0,5,unknown,smartphone,debit card,2024-06-14,True,False,impulsive,standard,14,Friday,False
90-322-7329,44,female,high,widowed,high school,middle,buensuseso,luxury goods,312.93,2,in-store,2,2.0,1.0,high,very sensitive,0,7,unknown,smartphone,paypal,2024-08-04,True,True,wants-based,no preference,3,Sunday,True
28-395-9872,38,male,high,married,master's,middle,blantyre,hotels,65.68,4,in-store,4,4.0,0.0,medium,not sensitive,0,8,medium,smartphone,other,2024-05-07,False,False,impulsive,standard,12,Tuesday,False
79-297-1061,44,male,middle,single,master's,middle,kozel’shchyna,software & apps,61.86,5,in-store,4,5.0,2.0,unknown,not sensitive,2,8,unknown,smartphone,cash,2024-11-15,False,True,need-based,standard,9,Friday,False
93-649-9356,18,female,high,single,master's,middle,cibuah,electronics,343.77,6,mixed,5,4.0,2.0,unknown,not sensitive,2,4,medium,desktop,credit card,2024-02-16,True,False,impulsive,no preference,3,Friday,False
27-543-7069,37,male,middle,divorced,master's,high,cockburn town,home appliances,107.21,2,online,4,2.0,1.0,unknown,not sensitive,2,9,medium,desktop,other,2024-08-05,True,True,planned,standard,6,Monday,False
96-079-9597,31,genderfluid,high,single,master's,middle,maslog,home appliances,148.98,12,online,5,1.0,2.0,unknown,very sensitive,0,8,low,tablet,debit card,2024-08-11,True,True,wants-based,standard,13,Sunday,True
38-940-4942,22,female,high,widowed,master's,middle,faqqu‘ah,health care,490.41,4,mixed,3,4.0,0.0,low,somewhat sensitive,0,2,high,tablet,other,2024-12-15,False,True,planned,express,3,Sunday,True
82-014-2564,33,male,high,married,high school,middle,yelyzavethradka,groceries,461.34,4,in-store,3,1.0,0.0,high,somewhat sensitive,1,9,low,desktop,cash,2024-03-06,False,True,wants-based,express,7,Wednesday,False
70-699-5799,20,female,high,single,master's,high,jackson,office supplies,338.89,7,in-store,4,2.0,1.0,low,somewhat sensitive,2,6,unknown,desktop,credit card,2024-05-21,True,True,wants-based,express,3,Tuesday,False
53-240-2040,26,male,high,married,high school,high,itaguai,gardening & outdoors,222.63,3,mixed,1,1.0,0.0,medium,somewhat sensitive,2,2,unknown,tablet,cash,2024-03-23,False,True,impulsive,express,6,Saturday,True
27-742-2776,26,male,high,married,high school,high,ftelia,toys & games,71.95,2,mixed,3,5.0,2.0,unknown,very sensitive,2,10,unknown,desktop,debit card,2024-09-22,False,True,planned,no preference,13,Sunday,True
55-620-7906,21,male,high,divorced,high school,middle,kiambu,software & apps,264.52,9,online,3,3.0,1.0,unknown,not sensitive,0,10,unknown,smartphone,debit card,2024-04-02,True,True,planned,no preference,6,Tuesday,False
04-213-4617,43,male,high,divorced,high school,high,xiber-murrize,food & beverages,414.8,9,mixed,2,3.0,2.0,low,very sensitive,2,9,unknown,desktop,paypal,2024-01-30,False,True,planned,no preference,7,Tuesday,False
79-384-7469,50,male,middle,single,bachelor's,high,xudat,groceries,50.79,12,mixed,5,1.0,0.0,medium,somewhat sensitive,0,2,medium,desktop,other,2024-05-28,True,False,planned,standard,3,Tuesday,False
30-839-5589,42,female,middle,married,high school,middle,yaodu,hotels,264.3,10,in-store,5,4.0,1.0,low,not sensitive,2,2,high,smartphone,paypal,2024-08-20,True,True,planned,no preference,5,Tuesday,False
76-848-9229,29,male,high,married,bachelor's,middle,saint-gratien,animal feed,122.46,12,mixed,2,3.0,0.0,high,not sensitive,0,3,low,tablet,credit card,2024-02-15,False,True,wants-based,standard,6,Thursday,False
98-559-6096,20,male,middle,widowed,high school,middle,totora,software & apps,238.01,8,in-store,2,2.0,0.0,high,somewhat sensitive,0,9,low,desktop,cash,2024-07-13,False,True,need-based,standard,5,Saturday,True
56-810-2066,40,non-binary,high,married,master's,middle,goteborg,home appliances,490.34,4,in-store,5,2.0,2.0,unknown,not sensitive,2,7,high,tablet,other,2024-04-17,False,True,need-based,no preference,2,Wednesday,False
55-580-7707,38,male,high,divorced,bachelor's,middle,caslav,jewelry & accessories,245.98,4,mixed,5,1.0,1.0,high,not sensitive,0,1,medium,desktop,paypal,2024-11-29,False,False,planned,standard,10,Friday,False
18-605-0795,45,polygender,middle,widowed,high school,high,rudnogorsk,hotels,390.83,9,online,5,5.0,0.0,medium,somewhat sensitive,0,5,high,desktop,cash,2024-10-28,False,True,impulsive,no preference,8,Monday,False
86-268-2904,49,male,high,widowed,high school,middle,pindiga,jewelry & accessories,158.84,6,online,2,1.0,1.0,unknown,not sensitive,1,8,low,desktop,cash,2024-07-12,True,True,need-based,express,5,Friday,False
75-847-7630,37,male,middle,single,high school,middle,adela,baby products,439.24,8,mixed,3,3.0,1.0,high,somewhat sensitive,2,9,medium,tablet,other,2024-07-26,False,False,wants-based,standard,10,Friday,False
76-910-2337,23,polygender,middle,widowed,master's,high,krajan baru,toys & games,92.43,12,mixed,4,1.0,0.0,medium,somewhat sensitive,2,9,unknown,smartphone,other,2024-12-05,False,True,need-based,standard,6,Thursday,False
56-719-7145,48,female,high,married,master's,middle,jinqiao,clothing,333.15,9,mixed,1,5.0,1.0,high,very sensitive,1,8,high,smartphone,other,2024-08-12,False,False,impulsive,standard,14,Monday,False
14-025-2335,19,male,middle,divorced,master's,middle,barg-e matal,luxury goods,64.22,9,online,1,1.0,2.0,high,somewhat sensitive,1,9,medium,smartphone,paypal,2024-01-02,True,False,impulsive,no preference,10,Tuesday,False
10-300-8072,46,female,high,single,high school,high,argenteuil,home appliances,290.53,3,online,3,2.0,1.0,low,very sensitive,0,6,high,desktop,debit card,2024-11-04,True,False,planned,no preference,10,Monday,False
73-698-2326,39,male,middle,divorced,bachelor's,high,daying,baby products,251.8,6,mixed,5,1.0,2.0,high,very sensitive,1,8,low,smartphone,debit card,2024-07-05,True,True,impulsive,no preference,11,Friday,False
01-023-2094,27,polygender,middle,divorced,master's,middle,ngrejo,sports & outdoors,480.52,3,online,5,4.0,2.0,low,somewhat sensitive,1,5,unknown,smartphone,cash,2024-04-30,False,False,planned,no preference,13,Tuesday,False
65-359-4645,28,female,middle,married,high school,high,xieba,packages),461.71,10,mixed,3,1.0,0.0,low,not sensitive,0,9,high,smartphone,cash,2024-02-16,False,False,planned,standard,11,Friday,False
33-405-7978,50,female,high,married,high school,middle,sigli,software & apps,288.34,12,mixed,5,2.0,2.0,unknown,very sensitive,0,8,low,tablet,cash,2024-03-20,False,False,need-based,express,6,Wednesday,False
09-783-7921,19,female,high,divorced,bachelor's,high,aristobulo del valle,gardening & outdoors,194.08,3,in-store,5,5.0,1.0,low,not sensitive,0,2,unknown,smartphone,paypal,2024-10-27,True,True,wants-based,standard,13,Sunday,True
76-561-2427,27,agender,middle,widowed,high school,high,cane,travel & leisure (flights,198.45,11,online,3,5.0,1.0,high,not sensitive,2,8,high,tablet,paypal,2024-05-04,True,False,wants-based,no preference,5,Saturday,True
82-467-3300,23,male,high,married,master's,middle,podhum,baby products,216.45,5,mixed,5,2.0,0.0,medium,very sensitive,2,7,low,tablet,credit card,2024-10-31,False,False,need-based,no preference,3,Thursday,False
92-946-7398,19,female,high,widowed,bachelor's,high,vilar,baby products,358.72,5,in-store,3,5.0,1.0,low,very sensitive,0,8,low,tablet,credit card,2024-02-06,True,True,impulsive,standard,12,Tuesday,False
59-891-2990,22,female,middle,widowed,bachelor's,high,portela,luxury goods,367.56,9,online,4,5.0,1.0,unknown,not sensitive,0,8,low,smartphone,other,2024-07-18,False,False,need-based,standard,14,Thursday,False
22-579-3978,40,male,middle,divorced,high school,high,arendal,clothing,88.78,10,online,5,3.0,0.0,high,very sensitive,1,7,medium,desktop,paypal,2024-01-06,False,False,planned,standard,13,Saturday,True
22-352-0576,48,male,middle,married,bachelor's,middle,nabinagar,food & beverages,465.85,10,online,5,3.0,2.0,unknown,somewhat sensitive,2,10,medium,desktop,paypal,2024-04-04,True,False,wants-based,standard,7,Thursday,False
28-676-0614,49,male,middle,married,high school,high,la ravoire,clothing,262.61,3,in-store,2,5.0,1.0,medium,somewhat sensitive,0,10,medium,smartphone,other,2024-02-28,False,True,wants-based,standard,6,Wednesday,False
07-211-9364,45,agender,middle,widowed,master's,middle,dostoyevka,home appliances,91.24,8,in-store,4,3.0,0.0,high,somewhat sensitive,0,4,low,tablet,cash,2024-10-28,True,False,wants-based,standard,4,Monday,False
98-238-6733,42,female,high,married,high school,high,liuzhou,luxury goods,425.69,5,in-store,2,5.0,0.0,high,very sensitive,0,4,medium,tablet,credit card,2024-06-21,False,True,impulsive,no preference,4,Friday,False
72-006-3769,41,female,high,married,bachelor's,high,sao mateus do maranhao,packages),446.11,9,mixed,3,1.0,1.0,medium,very sensitive,0,10,medium,desktop,paypal,2024-06-06,True,True,wants-based,express,11,Thursday,False
75-845-3143,23,bigender,high,single,high school,high,rumbek,software & apps,490.11,8,online,3,4.0,2.0,low,not sensitive,1,1,low,smartphone,other,2024-12-24,False,False,planned,standard,14,Tuesday,False
26-028-2671,44,female,high,divorced,high school,middle,cigedang,sports & outdoors,403.57,6,online,2,2.0,2.0,high,not sensitive,2,2,unknown,smartphone,other,2024-11-14,False,False,impulsive,express,1,Thursday,False
55-876-7407,42,female,high,married,bachelor's,middle,muaralabuh,packages),442.15,10,mixed,2,3.0,1.0,high,not sensitive,2,1,unknown,smartphone,credit card,2024-12-18,False,True,need-based,no preference,9,Wednesday,False
47-720-9520,49,female,middle,widowed,bachelor's,high,chełmiec,sports & outdoors,78.71,5,online,4,3.0,1.0,unknown,somewhat sensitive,1,10,low,smartphone,paypal,2024-04-10,True,True,planned,no preference,4,Wednesday,False
42-207-5005,45,female,middle,widowed,high school,high,santa marta,furniture,491.51,2,mixed,2,5.0,0.0,medium,very sensitive,1,1,high,smartphone,paypal,2024-12-06,True,False,need-based,no preference,7,Friday,False
47-266-2261,36,female,middle,single,bachelor's,middle,brando,furniture,457.39,12,in-store,1,1.0,1.0,high,not sensitive,1,5,high,desktop,credit card,2024-10-29,True,False,impulsive,standard,9,Tuesday,False
77-642-7686,38,female,high,divorced,high school,high,liangshuihe,food & beverages,178.61,12,online,5,1.0,2.0,high,not sensitive,0,3,unknown,smartphone,credit card,2024-07-10,True,False,impulsive,no preference,8,Wednesday,False
37-468-8133,44,male,middle,single,high school,middle,cimara,health care,492.51,7,online,1,4.0,1.0,low,not sensitive,0,2,medium,desktop,paypal,2024-01-30,True,True,wants-based,standard,4,Tuesday,False
00-335-5034,37,agender,high,married,bachelor's,high,sanxing,home appliances,411.4,3,in-store,1,3.0,0.0,high,somewhat sensitive,2,9,unknown,smartphone,paypal,2024-08-12,True,False,impulsive,standard,6,Monday,False
95-148-1769,36,male,middle,divorced,master's,high,linao,clothing,96.52,11,in-store,5,3.0,2.0,low,not sensitive,1,3,unknown,tablet,cash,2024-03-17,False,False,planned,standard,11,Sunday,True
72-324-1243,34,male,high,married,high school,middle,bairan,mobile accessories,65.45,6,in-store,2,4.0,1.0,high,very sensitive,0,2,medium,smartphone,credit card,2024-09-21,True,True,impulsive,no preference,3,Saturday,True
62-687-5354,23,male,middle,single,high school,middle,abaetetuba,health care,255.86,3,online,4,5.0,2.0,high,very sensitive,0,1,low,tablet,paypal,2024-03-25,True,False,planned,no preference,4,Monday,False
54-634-0814,35,male,high,divorced,bachelor's,high,pasirjaya,furniture,74.69,10,in-store,5,3.0,1.0,low,somewhat sensitive,0,6,medium,desktop,paypal,2024-11-12,False,True,need-based,no preference,3,Tuesday,False
64-769-5737,45,male,middle,widowed,master's,middle,acheng,home appliances,430.75,8,mixed,3,4.0,2.0,low,very sensitive,1,5,unknown,tablet,cash,2024-04-06,False,False,need-based,no preference,6,Saturday,True
62-892-2088,38,male,high,widowed,master's,high,huakoulongtan,software & apps,370.17,2,mixed,5,4.0,2.0,medium,not sensitive,1,9,low,tablet,cash,2024-11-23,False,True,need-based,express,1,Saturday,True
53-951-2529,25,male,middle,divorced,master's,high,burgastai,electronics,384.26,6,mixed,4,2.0,1.0,high,not sensitive,0,9,medium,smartphone,paypal,2024-07-11,False,True,need-based,no preference,11,Thursday,False
00-264-3797,26,male,middle,married,master's,middle,chavarria,home appliances,128.01,2,mixed,4,2.0,1.0,medium,somewhat sensitive,0,1,high,smartphone,debit card,2024-04-17,True,False,need-based,no preference,10,Wednesday,False
88-445-9235,46,female,high,married,high school,high,demuk,luxury goods,301.4,4,online,5,3.0,0.0,medium,somewhat sensitive,0,5,unknown,desktop,debit card,2024-09-14,False,True,planned,standard,5,Saturday,True
65-539-9955,18,female,high,single,high school,high,sertolovo,health supplements,397.25,6,mixed,5,2.0,1.0,low,not sensitive,1,10,unknown,desktop,cash,2024-08-08,False,True,wants-based,no preference,2,Thursday,False
89-730-1134,46,male,middle,divorced,high school,middle,jixian,gardening & outdoors,96.18,3,mixed,3,4.0,0.0,unknown,somewhat sensitive,1,9,medium,smartphone,cash,2024-05-05,False,False,planned,express,10,Sunday,True
74-051-7865,19,female,high,divorced,bachelor's,high,deqing,baby products,390.44,4,mixed,5,1.0,0.0,medium,very sensitive,0,4,high,desktop,other,2024-02-15,True,False,need-based,standard,4,Thursday,False
40-450-4266,37,female,middle,single,bachelor's,middle,sala,health care,61.5,11,mixed,4,2.0,0.0,medium,very sensitive,0,1,high,smartphone,other,2024-01-26,True,True,planned,express,8,Friday,False
78-796-5651,35,female,middle,divorced,high school,high,dłutow,office supplies,234.44,6,in-store,3,5.0,2.0,medium,very sensitive,0,1,high,desktop,other,2024-05-23,False,True,impulsive,express,5,Thursday,False
78-163-4800,43,male,middle,single,master's,middle,regimin,toys & games,318.84,6,online,1,1.0,2.0,low,very sensitive,0,4,high,tablet,other,2024-04-20,False,True,wants-based,standard,10,Saturday,True
90-272-5701,28,male,middle,single,master's,high,semiletka,toys & games,327.32,6,mixed,4,5.0,0.0,unknown,somewhat sensitive,0,4,high,tablet,other,2024-06-09,True,True,impulsive,express,13,Sunday,True
14-118-5229,25,male,middle,divorced,master's,high,dayr sharaf,books,475.64,3,online,3,4.0,1.0,low,very sensitive,1,2,medium,smartphone,paypal,2024-02-15,True,True,planned,standard,9,Thursday,False
